date	Approve	Settle	Deny
71	43.42	17.11	39.47
72	31.93	24.37	43.7
73	36.36	19.48	44.16
74	36.11	21.53	42.36
75	34.48	22.71	42.81
76	32.69	18.27	49.04
77	35.14	10.81	54.05
78	35.42	13.54	51.04
79	34.25	18.26	47.49
80	34.65	24.34	41.01
81	31.71	14.63	53.66
82	36.73	19.39	43.88
83	36.49	29.73	33.78
84	36.15	16.15	47.69
85	35.22	16.42	48.36
86	29.25	26.42	44.34
87	26.09	21.74	52.17
88	35.63	16.09	48.28
89	37.43	17.54	45.03
90	30.62	23.13	46.25
91	36.54	23.08	40.38
92	31.82	27.27	40.91
93	31.33	20.48	48.19
94	43.14	16.67	40.2
95	28.77	27.4	43.84
96	30.49	28.05	41.46
97	39.8	18.37	41.84
98	33.94	18.35	47.71
99	31.44	22.73	45.83
100	29.18	22.03	48.8
101	38.18	14.55	47.27
102	30.0	18.75	51.25
103	26.0	28.0	46.0
104	31.11	25.56	43.33
105	30.61	27.21	42.18
106	35.05	19.59	45.36
107	23.26	26.74	50.0
108	36.36	15.45	48.18
109	29.57	26.09	44.35
110	29.24	27.54	43.22
111	23.26	23.26	53.49
112	27.78	19.44	52.78
113	14.75	26.23	59.02
114	24.66	32.88	42.47
115	31.67	27.5	40.83
116	20.63	26.98	52.38
117	19.4	28.36	52.24
118	28.33	28.33	43.33
119	20.47	29.92	49.61
120	27.86	23.76	48.38
121	29.63	22.22	48.15
122	17.95	28.21	53.85
123	21.15	32.69	46.15
124	23.08	18.46	58.46
125	29.27	21.71	49.02
126	27.27	28.79	43.94
127	31.43	21.43	47.14
128	27.78	27.78	44.44
129	22.22	25.93	51.85
130	21.37	26.72	51.91
131	27.08	25.0	47.92
132	38.46	20.51	41.03
133	27.78	29.63	42.59
134	26.23	14.75	59.02
135	21.6	20.99	57.41
136	24.62	20.0	55.38
137	28.57	25.0	46.43
138	16.88	31.17	51.95
139	24.76	16.19	59.05
140	21.74	22.17	56.09
141	17.39	19.57	63.04
142	14.63	29.27	56.1
143	24.53	20.75	54.72
144	13.46	28.85	57.69
145	26.05	29.41	44.54
146	29.55	29.55	40.91
147	27.27	25.0	47.73
148	17.24	25.86	56.9
149	16.23	24.61	59.16
150	21.54	26.73	51.73
151	23.64	30.91	45.45
152	25.86	25.86	48.28
153	9.43	22.64	67.92
154	20.41	22.45	57.14
155	28.57	27.55	43.88
156	23.08	27.69	49.23
157	21.15	28.85	50.0
158	27.54	27.54	44.93
159	20.8	27.2	52.0
160	22.92	32.41	44.66
161	28.38	10.81	60.81
162	19.78	29.67	50.55
163	16.67	22.92	60.42
164	19.64	23.21	57.14
165	22.73	25.45	51.82
166	21.74	28.26	50.0
167	26.19	30.95	42.86
168	16.98	30.19	52.83
169	20.63	17.46	61.9
170	17.04	29.63	53.33
171	19.05	28.57	52.38
172	25.4	28.57	46.03
173	21.43	28.57	50.0
174	14.81	20.37	64.81
175	22.53	28.85	48.62
176	12.2	21.95	65.85
177	25.86	29.31	44.83
178	19.7	27.27	53.03
179	19.27	22.02	58.72
180	16.93	29.13	53.94
181	8.0	30.0	62.0
182	25.0	31.25	43.75
183	5.13	38.46	56.41
184	25.53	23.4	51.06
185	28.93	20.66	50.41
186	23.08	25.64	51.28
187	29.79	19.15	51.06
188	16.98	24.53	58.49
189	15.91	26.14	57.95
190	17.42	31.06	51.52
191	10.34	27.59	62.07
192	24.32	21.62	54.05
193	15.38	34.62	50.0
194	19.23	19.23	61.54
195	18.92	24.32	56.76
196	16.28	32.56	51.16
197	15.56	26.67	57.78
198	30.77	21.54	47.69
199	16.27	26.79	56.94
200	14.52	24.57	60.91
201	17.39	41.3	41.3
202	14.55	25.45	60.0
203	12.5	31.25	56.25
204	19.61	27.45	52.94
205	20.0	20.0	60.0
206	12.2	29.27	58.54
207	20.0	37.5	42.5
208	8.2	36.07	55.74
209	27.63	17.11	55.26
210	15.38	34.19	50.43
211	25.0	30.88	44.12
212	14.29	31.75	53.97
213	16.95	28.81	54.24
214	10.0	30.0	60.0
215	20.18	28.44	51.38
216	15.07	24.66	60.27
217	22.22	16.67	61.11
218	16.07	26.79	57.14
219	10.0	26.67	63.33
220	14.88	24.4	60.71
221	16.28	30.23	53.49
222	12.9	16.13	70.97
223	20.59	20.59	58.82
224	11.11	24.07	64.81
225	14.2	24.43	61.36
226	3.85	42.31	53.85
227	28.21	17.95	53.85
228	26.67	15.56	57.78
229	14.1	23.08	62.82
230	13.85	31.54	54.62
231	33.33	25.0	41.67
232	18.6	30.23	51.16
233	14.81	14.81	70.37
234	9.3	27.91	62.79
235	9.33	34.67	56.0
236	10.0	30.0	60.0
237	21.95	24.39	53.66
238	15.52	25.86	58.62
239	10.71	25.0	64.29
240	13.97	28.68	57.35
241	25.0	22.5	52.5
242	12.82	20.51	66.67
243	10.0	27.5	62.5
244	14.58	20.83	64.58
245	16.67	25.64	57.69
246	18.18	12.12	69.7
247	12.5	21.88	65.63
248	16.67	27.78	55.56
249	11.4	22.8	65.8
250	12.08	26.5	61.42
251	10.0	26.67	63.33
252	11.11	38.89	50.0
253	10.0	25.0	65.0
254	9.76	29.27	60.98
255	16.67	22.73	60.61
256	7.41	33.33	59.26
257	6.9	13.79	79.31
258	13.04	32.61	54.35
259	14.29	20.0	65.71
260	8.13	29.27	62.6
261	0.0	24.24	75.76
262	4.17	25.0	70.83
263	8.11	24.32	67.57
264	14.63	19.51	65.85
265	10.23	22.73	67.05
266	8.11	21.62	70.27
267	22.22	20.37	57.41
268	18.92	29.73	51.35
269	8.25	20.62	71.13
270	11.38	26.83	61.79
271	9.68	16.13	74.19
272	13.89	30.56	55.56
273	14.29	21.43	64.29
274	11.36	31.82	56.82
275	20.55	25.34	54.11
276	13.33	40.0	46.67
277	15.63	25.0	59.38
278	12.5	32.5	55.0
279	6.59	25.27	68.13
280	11.29	24.19	64.52
281	12.12	36.36	51.52
282	10.71	21.43	67.86
283	8.0	32.0	60.0
284	11.76	29.41	58.82
285	14.08	29.58	56.34
286	5.88	47.06	47.06
287	23.08	20.51	56.41
288	16.67	21.43	61.9
289	11.67	21.67	66.67
290	9.52	22.62	67.86
291	9.68	32.26	58.06
292	25.64	15.38	58.97
293	17.86	14.29	67.86
294	11.54	42.31	46.15
295	10.61	30.3	59.09
296	13.79	27.59	58.62
297	13.51	32.43	54.05
298	20.45	36.36	43.18
299	11.93	28.9	59.17
300	11.21	26.04	62.75
301	13.79	13.79	72.41
302	7.14	35.71	57.14
303	6.67	30.0	63.33
304	9.8	21.57	68.63
305	19.61	29.41	50.98
306	11.54	34.62	53.85
307	8.57	28.57	62.86
308	5.41	35.14	59.46
309	12.12	24.24	63.64
310	13.04	23.91	63.04
311	3.85	34.62	61.54
312	15.56	31.11	53.33
313	12.2	21.95	65.85
314	6.12	28.57	65.31
315	14.29	26.79	58.93
316	15.63	21.88	62.5
317	10.26	33.33	56.41
318	15.69	27.45	56.86
319	3.92	37.25	58.82
320	7.14	26.43	66.43
321	11.63	30.23	58.14
322	11.9	33.33	54.76
323	10.71	30.36	58.93
324	13.7	20.55	65.75
325	13.13	23.75	63.13
326	12.9	32.26	54.84
327	11.76	23.53	64.71
328	18.18	24.24	57.58
329	20.9	23.88	55.22
330	15.71	22.86	61.43
331	19.23	23.08	57.69
332	12.0	36.0	52.0
333	12.5	20.83	66.67
334	8.11	10.81	81.08
335	1.61	38.71	59.68
336	17.39	34.78	47.83
337	15.63	21.88	62.5
338	3.03	39.39	57.58
339	6.78	28.81	64.41
340	13.04	18.48	68.48
341	7.69	19.23	73.08
342	5.56	36.11	58.33
343	13.64	50.0	36.36
344	6.45	38.71	54.84
345	12.28	24.56	63.16
346	7.69	28.21	64.1
347	5.56	27.78	66.67
348	0.0	35.71	64.29
349	10.16	25.0	64.84
350	9.72	27.26	63.02
351	21.74	8.7	69.57
352	6.06	27.27	66.67
353	9.09	27.27	63.64
354	11.11	14.81	74.07
355	6.82	25.0	68.18
356	8.7	39.13	52.17
357	13.79	31.03	55.17
358	9.68	32.26	58.06
359	11.32	30.19	58.49
360	11.11	28.28	60.61
361	0.0	40.0	60.0
362	4.76	19.05	76.19
363	12.5	29.17	58.33
364	17.39	21.74	60.87
365	7.02	21.05	71.93
366	16.13	25.81	58.06
367	8.0	40.0	52.0
368	7.14	14.29	78.57
369	10.87	28.26	60.87
370	16.67	21.21	62.12
371	3.45	27.59	68.97
372	5.71	37.14	57.14
373	11.11	33.33	55.56
374	11.9	26.19	61.9
375	9.65	20.18	70.18
376	18.75	12.5	68.75
377	10.0	20.0	70.0
378	16.28	39.53	44.19
379	8.33	39.58	52.08
380	13.41	30.49	56.1
381	16.67	33.33	50.0
382	5.0	25.0	70.0
383	10.53	47.37	42.11
384	23.08	30.77	46.15
385	10.39	27.27	62.34
386	0.0	21.05	78.95
387	3.57	21.43	75.0
388	2.7	29.73	67.57
389	17.31	36.54	46.15
390	10.61	27.27	62.12
391	14.29	28.57	57.14
392	14.29	28.57	57.14
393	0.0	31.25	68.75
394	10.81	13.51	75.68
395	16.67	27.27	56.06
396	14.81	14.81	70.37
397	18.18	33.33	48.48
398	17.07	19.51	63.41
399	8.79	24.73	66.48
400	9.48	25.69	64.84
401	0.0	47.62	52.38
402	12.5	41.67	45.83
403	7.69	34.62	57.69
404	3.45	37.93	58.62
405	5.26	31.58	63.16
406	19.05	19.05	61.9
407	8.33	12.5	79.17
408	17.24	34.48	48.28
409	7.69	35.9	56.41
410	10.34	20.69	68.97
411	0.0	27.27	72.73
412	0.0	41.18	58.82
413	4.76	28.57	66.67
414	18.52	29.63	51.85
415	17.86	21.43	60.71
416	3.85	50.0	46.15
417	6.67	30.0	63.33
418	4.35	34.78	60.87
419	10.53	28.95	60.53
420	17.65	20.59	61.76
421	16.67	37.5	45.83
422	6.25	34.38	59.38
423	10.71	28.57	60.71
424	5.71	37.14	57.14
425	13.04	28.26	58.7
426	7.14	25.0	67.86
427	6.67	33.33	60.0
428	10.71	35.71	53.57
429	19.05	23.81	57.14
430	7.5	27.5	65.0
431	9.52	38.1	52.38
432	7.32	24.39	68.29
433	14.29	23.81	61.9
434	4.44	28.89	66.67
435	6.52	19.57	73.91
436	4.55	27.27	68.18
437	10.0	40.0	50.0
438	12.5	18.75	68.75
439	2.5	40.0	57.5
440	8.77	17.54	73.68
441	5.0	25.0	70.0
442	12.5	12.5	75.0
443	12.0	24.0	64.0
444	10.71	32.14	57.14
445	5.0	25.0	70.0
446	9.52	28.57	61.9
447	0.0	50.0	50.0
448	7.69	23.08	69.23
449	7.14	37.5	55.36
450	6.57	27.53	65.91
451	6.25	12.5	81.25
452	15.0	5.0	80.0
453	11.11	27.78	61.11
454	0.0	42.11	57.89
455	5.71	11.43	82.86
456	11.76	17.65	70.59
457	9.09	36.36	54.55
458	0.0	21.05	78.95
459	5.88	29.41	64.71
460	10.29	20.59	69.12
461	21.05	31.58	47.37
462	18.18	36.36	45.45
463	9.52	14.29	76.19
464	5.88	35.29	58.82
465	9.52	14.29	76.19
466	13.33	46.67	40.0
467	12.5	37.5	50.0
468	4.35	34.78	60.87
469	5.56	33.33	61.11
470	13.85	24.62	61.54
471	11.11	16.67	72.22
472	0.0	30.0	70.0
473	8.33	37.5	54.17
474	0.0	33.33	66.67
475	7.46	35.82	56.72
476	8.0	28.0	64.0
477	0.0	46.67	53.33
478	5.0	25.0	70.0
479	14.63	26.83	58.54
480	6.41	21.79	71.79
481	17.39	17.39	65.22
482	7.69	38.46	53.85
483	4.55	13.64	81.82
484	14.29	19.05	66.67
485	7.69	30.77	61.54
486	0.0	31.25	68.75
487	8.33	29.17	62.5
488	13.33	26.67	60.0
489	6.0	30.0	64.0
490	13.64	29.55	56.82
491	8.33	8.33	83.33
492	0.0	30.0	70.0
493	18.75	43.75	37.5
494	0.0	38.89	61.11
495	8.7	23.91	67.39
496	0.0	41.67	58.33
497	5.0	35.0	60.0
498	13.33	23.33	63.33
499	8.4	24.37	67.23
500	6.43	21.84	71.73
501	8.33	33.33	58.33
502	0.0	25.0	75.0
503	0.0	25.0	75.0
504	9.52	23.81	66.67
505	3.13	34.38	62.5
506	0.0	47.37	52.63
507	4.55	31.82	63.64
508	3.7	18.52	77.78
509	0.0	42.86	57.14
510	12.5	16.67	70.83
511	6.67	26.67	66.67
512	22.73	31.82	45.45
513	7.69	38.46	53.85
514	10.34	20.69	68.97
515	12.12	27.27	60.61
516	6.25	31.25	62.5
517	5.56	38.89	55.56
518	12.0	16.0	72.0
519	20.0	26.67	53.33
520	8.0	14.0	78.0
521	10.0	15.0	75.0
522	5.26	36.84	57.89
523	15.79	15.79	68.42
524	8.7	30.43	60.87
525	6.15	26.15	67.69
526	0.0	27.27	72.73
527	5.88	23.53	70.59
528	5.88	23.53	70.59
529	6.06	24.24	69.7
530	9.3	9.3	81.4
531	10.0	30.0	60.0
532	7.14	21.43	71.43
533	6.25	31.25	62.5
534	0.0	27.27	72.73
535	16.13	29.03	54.84
536	0.0	26.32	73.68
537	0.0	31.58	68.42
538	0.0	34.78	65.22
539	0.0	30.0	70.0
540	9.8	21.57	68.63
541	5.0	35.0	60.0
542	9.09	36.36	54.55
543	0.0	13.04	86.96
544	11.11	38.89	50.0
545	14.29	25.0	60.71
546	7.69	30.77	61.54
547	0.0	31.58	68.42
548	8.0	20.0	72.0
549	5.13	53.85	41.03
550	8.33	21.08	70.59
551	0.0	18.18	81.82
552	16.67	16.67	66.67
553	8.33	33.33	58.33
554	5.56	38.89	55.56
555	13.33	6.67	80.0
556	5.26	26.32	68.42
557	0.0	11.76	88.24
558	5.26	31.58	63.16
559	7.69	38.46	53.85
560	13.64	11.36	75.0
561	18.18	0.0	81.82
562	5.88	35.29	58.82
563	9.09	27.27	63.64
564	0.0	25.0	75.0
565	0.0	25.81	74.19
566	8.33	16.67	75.0
567	15.38	15.38	69.23
568	5.0	30.0	65.0
569	0.0	30.43	69.57
570	3.33	20.0	76.67
571	0.0	33.33	66.67
572	11.11	16.67	72.22
573	10.0	30.0	60.0
574	0.0	15.38	84.62
575	12.5	15.0	72.5
576	0.0	37.5	62.5
577	0.0	18.75	81.25
578	0.0	9.09	90.91
579	8.7	47.83	43.48
580	5.26	23.68	71.05
581	6.67	20.0	73.33
582	11.76	35.29	52.94
583	16.67	8.33	75.0
584	0.0	30.77	69.23
585	22.73	22.73	54.55
586	0.0	28.57	71.43
587	7.69	30.77	61.54
588	16.67	50.0	33.33
589	6.25	25.0	68.75
590	9.52	19.05	71.43
591	13.33	6.67	80.0
592	0.0	18.18	81.82
593	0.0	54.55	45.45
594	16.67	25.0	58.33
595	8.82	20.59	70.59
596	20.0	13.33	66.67
597	22.22	11.11	66.67
598	14.29	23.81	61.9
599	8.93	26.79	64.29
600	6.5	15.78	77.73
601	12.5	25.0	62.5
602	14.29	42.86	42.86
603	0.0	36.36	63.64
604	6.25	18.75	75.0
605	0.0	21.05	78.95
606	0.0	20.0	80.0
607	11.76	29.41	58.82
608	0.0	13.33	86.67
609	0.0	15.38	84.62
610	3.33	23.33	73.33
611	14.29	28.57	57.14
612	0.0	33.33	66.67
613	0.0	53.85	46.15
614	6.67	33.33	60.0
615	8.33	41.67	50.0
616	0.0	40.0	60.0
617	0.0	46.15	53.85
618	5.88	35.29	58.82
619	0.0	8.7	91.3
620	6.45	9.68	83.87
621	0.0	40.0	60.0
622	0.0	12.5	87.5
623	0.0	44.44	55.56
624	7.14	14.29	78.57
625	4.26	29.79	65.96
626	9.09	54.55	36.36
627	9.09	45.45	45.45
628	15.79	15.79	68.42
629	8.7	21.74	69.57
630	11.63	30.23	58.14
631	0.0	23.08	76.92
632	10.0	10.0	80.0
633	0.0	37.5	62.5
634	0.0	33.33	66.67
635	8.33	20.83	70.83
636	0.0	23.53	76.47
637	15.38	15.38	69.23
638	20.0	20.0	60.0
639	15.38	7.69	76.92
640	10.0	36.67	53.33
641	7.14	21.43	71.43
642	0.0	54.55	45.45
643	12.5	25.0	62.5
644	13.33	26.67	60.0
645	3.85	11.54	84.62
646	0.0	20.0	80.0
647	22.22	11.11	66.67
648	11.76	23.53	64.71
649	11.11	13.89	75.0
650	2.47	15.43	82.1
651	14.29	14.29	71.43
652	0.0	30.0	70.0
653	0.0	27.27	72.73
654	0.0	12.5	87.5
655	6.25	18.75	75.0
656	0.0	16.67	83.33
657	0.0	45.45	54.55
658	8.33	16.67	75.0
659	0.0	17.65	82.35
660	2.86	17.14	80.0
661	0.0	40.0	60.0
662	0.0	22.22	77.78
663	8.33	41.67	50.0
664	0.0	14.29	85.71
665	0.0	26.09	73.91
666	10.0	0.0	90.0
667	0.0	33.33	66.67
668	16.67	16.67	66.67
669	0.0	41.67	58.33
670	0.0	20.83	79.17
671	0.0	22.22	77.78
672	0.0	15.38	84.62
673	0.0	30.0	70.0
674	13.33	26.67	60.0
675	2.7	24.32	72.97
676	0.0	12.5	87.5
677	16.67	0.0	83.33
678	0.0	7.14	92.86
679	0.0	22.73	77.27
680	2.78	25.0	72.22
681	10.0	50.0	40.0
682	0.0	20.0	80.0
683	0.0	55.56	44.44
684	9.09	18.18	72.73
685	5.88	5.88	88.24
686	0.0	0.0	100.0
687	7.69	23.08	69.23
688	14.29	0.0	85.71
689	11.11	11.11	77.78
690	3.7	22.22	74.07
691	14.29	21.43	64.29
692	18.18	18.18	63.64
693	0.0	20.0	80.0
694	0.0	20.0	80.0
695	20.0	25.0	55.0
696	12.5	12.5	75.0
697	0.0	27.27	72.73
698	11.11	16.67	72.22
699	7.14	26.19	66.67
700	4.03	12.08	83.89
701	0.0	11.11	88.89
702	0.0	16.67	83.33
703	22.22	11.11	66.67
704	10.0	30.0	60.0
705	0.0	20.0	80.0
706	14.29	28.57	57.14
707	14.29	28.57	57.14
708	0.0	12.5	87.5
709	9.09	18.18	72.73
710	4.55	9.09	86.36
711	0.0	0.0	100.0
712	7.69	7.69	84.62
713	0.0	33.33	66.67
714	11.11	11.11	77.78
715	0.0	33.33	66.67
716	0.0	33.33	66.67
717	0.0	0.0	100.0
718	0.0	0.0	100.0
719	5.0	15.0	80.0
720	7.14	21.43	71.43
721	12.5	12.5	75.0
722	0.0	6.67	93.33
723	25.0	25.0	50.0
724	12.5	12.5	75.0
725	5.41	24.32	70.27
726	0.0	27.27	72.73
727	16.67	8.33	75.0
728	0.0	57.14	42.86
729	0.0	33.33	66.67
730	4.55	31.82	63.64
731	0.0	37.5	62.5
732	0.0	33.33	66.67
733	0.0	33.33	66.67
734	0.0	55.56	44.44
735	0.0	20.0	80.0
736	7.69	23.08	69.23
737	0.0	62.5	37.5
738	0.0	0.0	100.0
739	15.38	23.08	61.54
740	13.64	13.64	72.73
741	0.0	30.0	70.0
742	0.0	27.27	72.73
743	16.67	33.33	50.0
744	0.0	55.56	44.44
745	0.0	0.0	100.0
746	0.0	11.11	88.89
747	14.29	28.57	57.14
748	0.0	9.09	90.91
749	0.0	21.74	78.26
750	1.88	20.63	77.5
751	18.18	18.18	63.64
752	0.0	25.0	75.0
753	0.0	33.33	66.67
754	14.29	14.29	71.43
755	14.29	7.14	78.57
756	0.0	25.0	75.0
757	5.88	5.88	88.24
758	20.0	40.0	40.0
759	0.0	25.0	75.0
760	0.0	9.09	90.91
761	0.0	40.0	60.0
762	16.67	16.67	66.67
763	0.0	50.0	50.0
764	0.0	12.5	87.5
765	0.0	30.0	70.0
766	10.0	30.0	60.0
767	14.29	42.86	42.86
768	20.0	20.0	60.0
769	0.0	23.53	76.47
770	5.56	33.33	61.11
771	16.67	33.33	50.0
772	0.0	25.0	75.0
773	6.25	18.75	75.0
774	0.0	0.0	100.0
775	0.0	32.14	67.86
776	0.0	40.0	60.0
777	16.67	33.33	50.0
778	0.0	27.27	72.73
779	0.0	30.77	69.23
780	9.38	18.75	71.88
781	14.29	42.86	42.86
782	0.0	0.0	100.0
783	14.29	28.57	57.14
784	0.0	0.0	100.0
785	0.0	6.25	93.75
786	0.0	40.0	60.0
787	0.0	0.0	100.0
788	11.11	11.11	77.78
789	0.0	0.0	100.0
790	4.0	32.0	64.0
791	12.5	25.0	62.5
792	0.0	25.0	75.0
793	0.0	60.0	40.0
794	12.5	37.5	50.0
795	0.0	33.33	66.67
796	25.0	0.0	75.0
797	0.0	16.67	83.33
798	0.0	40.0	60.0
799	2.38	23.81	73.81
800	4.27	19.09	76.64
801	0.0	40.0	60.0
802	0.0	50.0	50.0
803	20.0	20.0	60.0
804	0.0	12.5	87.5
805	10.0	0.0	90.0
806	0.0	25.0	75.0
807	0.0	50.0	50.0
808	0.0	12.5	87.5
809	9.09	18.18	72.73
810	16.67	8.33	75.0
811	11.11	33.33	55.56
812	22.22	55.56	22.22
813	0.0	30.77	69.23
814	0.0	27.27	72.73
815	0.0	0.0	100.0
816	0.0	0.0	100.0
817	9.09	18.18	72.73
818	0.0	12.5	87.5
819	0.0	40.0	60.0
820	0.0	38.89	61.11
821	0.0	50.0	50.0
822	0.0	0.0	100.0
823	0.0	18.18	81.82
824	0.0	25.0	75.0
825	8.7	21.74	69.57
826	0.0	40.0	60.0
827	0.0	14.29	85.71
828	0.0	21.43	78.57
829	0.0	12.5	87.5
830	0.0	6.67	93.33
831	0.0	33.33	66.67
832	0.0	33.33	66.67
833	0.0	100.0	0.0
834	0.0	28.57	71.43
835	8.33	16.67	75.0
836	0.0	0.0	100.0
837	0.0	50.0	50.0
838	0.0	14.29	85.71
839	7.14	14.29	78.57
840	0.0	30.43	69.57
841	0.0	0.0	100.0
842	0.0	0.0	100.0
843	0.0	57.14	42.86
844	0.0	14.29	85.71
845	0.0	18.18	81.82
846	0.0	16.67	83.33
847	11.11	33.33	55.56
848	0.0	25.0	75.0
849	0.0	36.36	63.64
850	6.0	14.0	80.0
851	0.0	0.0	100.0
852	0.0	25.0	75.0
853	20.0	20.0	60.0
854	33.33	33.33	33.33
855	6.67	6.67	86.67
856	0.0	0.0	100.0
857	11.11	22.22	66.67
858	0.0	33.33	66.67
859	0.0	42.86	57.14
860	0.0	16.67	83.33
861	0.0	33.33	66.67
862	0.0	37.5	62.5
863	14.29	0.0	85.71
864	9.09	45.45	45.45
865	0.0	20.0	80.0
866	0.0	0.0	100.0
867	0.0	60.0	40.0
868	16.67	50.0	33.33
869	0.0	33.33	66.67
870	13.04	21.74	65.22
871	0.0	12.5	87.5
872	0.0	25.0	75.0
873	0.0	0.0	100.0
874	0.0	30.77	69.23
875	3.85	11.54	84.62
876	0.0	16.67	83.33
877	0.0	33.33	66.67
878	0.0	0.0	100.0
879	0.0	50.0	50.0
880	0.0	26.67	73.33
881	0.0	20.0	80.0
882	0.0	66.67	33.33
883	0.0	25.0	75.0
884	0.0	33.33	66.67
885	0.0	8.33	91.67
886	0.0	20.0	80.0
887	25.0	25.0	50.0
888	0.0	57.14	42.86
889	0.0	9.09	90.91
890	0.0	33.33	66.67
891	0.0	40.0	60.0
892	12.5	12.5	75.0
893	0.0	50.0	50.0
894	0.0	12.5	87.5
895	7.69	15.38	76.92
896	0.0	0.0	100.0
897	14.29	28.57	57.14
898	8.33	25.0	66.67
899	6.67	26.67	66.67
900	2.13	13.83	84.04
901	20.0	60.0	20.0
902	0.0	14.29	85.71
903	0.0	0.0	100.0
904	8.33	41.67	50.0
905	0.0	25.0	75.0
906	0.0	25.0	75.0
907	0.0	25.0	75.0
908	0.0	0.0	100.0
909	0.0	21.43	78.57
910	8.33	25.0	66.67
911	20.0	30.0	50.0
912	22.22	11.11	66.67
913	0.0	0.0	100.0
914	16.67	33.33	50.0
915	14.29	28.57	57.14
916	20.0	20.0	60.0
917	0.0	100.0	0.0
918	11.11	11.11	77.78
919	0.0	50.0	50.0
920	0.0	33.33	66.67
921	0.0	0.0	100.0
922	0.0	33.33	66.67
923	0.0	0.0	100.0
924	33.33	50.0	16.67
925	0.0	30.0	70.0
926	0.0	14.29	85.71
927	0.0	25.0	75.0
928	0.0	14.29	85.71
929	10.0	30.0	60.0
930	11.76	5.88	82.35
931	0.0	0.0	100.0
932	0.0	11.11	88.89
933	0.0	0.0	100.0
934	16.67	50.0	33.33
935	0.0	0.0	100.0
936	0.0	33.33	66.67
937	0.0	37.5	62.5
938	0.0	20.0	80.0
939	20.0	40.0	40.0
940	9.09	27.27	63.64
941	20.0	0.0	80.0
942	0.0	50.0	50.0
943	12.5	25.0	62.5
944	0.0	25.0	75.0
945	0.0	16.67	83.33
946	0.0	0.0	100.0
947	0.0	40.0	60.0
948	12.5	25.0	62.5
949	0.0	15.38	84.62
950	2.3	14.94	82.76
951	33.33	0.0	66.67
952	0.0	25.0	75.0
953	0.0	40.0	60.0
954	14.29	14.29	71.43
955	0.0	30.77	69.23
956	0.0	66.67	33.33
957	0.0	33.33	66.67
958	33.33	16.67	50.0
959	0.0	30.0	70.0
960	0.0	27.27	72.73
961	0.0	20.0	80.0
962	0.0	42.86	57.14
963	0.0	16.67	83.33
964	0.0	16.67	83.33
965	0.0	10.0	90.0
966	0.0	0.0	100.0
967	0.0	25.0	75.0
968	0.0	42.86	57.14
969	0.0	12.5	87.5
970	5.26	15.79	78.95
971	0.0	0.0	100.0
972	0.0	14.29	85.71
973	50.0	50.0	0.0
974	0.0	18.18	81.82
975	0.0	6.9	93.1
976	0.0	16.67	83.33
977	0.0	8.33	91.67
978	0.0	15.38	84.62
979	0.0	0.0	100.0
980	0.0	21.05	78.95
981	0.0	33.33	66.67
982	0.0	25.0	75.0
983	12.5	37.5	50.0
984	0.0	0.0	100.0
985	0.0	21.43	78.57
986	0.0	0.0	100.0
987	0.0	0.0	100.0
988	0.0	0.0	100.0
989	0.0	9.09	90.91
990	7.69	15.38	76.92
991	0.0	50.0	50.0
992	0.0	33.33	66.67
993	0.0	33.33	66.67
994	0.0	20.0	80.0
995	0.0	16.67	83.33
996	0.0	0.0	100.0
997	0.0	0.0	100.0
